Plataforma,IP,Hostname,Ciudad,Modelo,EoL Status,ios,Version
Fija,10.10.66.8,A1KBUENAVENTURACENTRO,BUENAVENTURA.,ASR1006,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.16.02.S.155-3.S2-ext
Fija,10.10.66.3,A1KCUCUTA,CUCUTA,ASR1006,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.31,A1KDORADO,BOGOTA,ASR1006,Vigente,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.197,A1KMONTERIA,MONTERIA.,ASR1006,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.5,A1KSANTAMARTA,SANTAMARTA.,ASR1006,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.42,A1KSINCELEJO,SINCELEJO,ASR1006,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.2,A1KVILLAVICENCIO,VILLAVICENCIO.,ASR1006,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.166,A9KBOSTON,CARTAGENA,ASR9K,No Yet Cataloged,XR,5.3.3
Fija,10.10.66.167,A9KBQWTC,BARRANQUILLA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.66.236,A9KBUCARAMANGA,BUCARAMANGA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.66.1,A9KCENTRO,BOGOTA,ASR9K,EoS,XR,5.3.4
Fija,10.10.66.9,A9KCFINANCIERO,BOGOTA,ASR9K,EoS,XR,5.3.4
Fija,10.10.66.170,A9KDOSQUEBRADAS,PEREIRA,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.66.73,A9KESPACIOSUR,MEDELLIN,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,172.31.15.190,A9KGESTTELSUBA1,BOGOTA,ASR9K,Vigente,XR,5.3.4
Fija,10.10.66.72,A9KMASTER100,BOGOTA,ASR9K,Vigente,XR,5.3.4
Fija,10.10.66.57,A9KNEIVACENTRO,Not Info Yet,ASR9K,No Yet Cataloged,XR,6.6.3
Fija,10.10.66.252,A9KORTEZAL,BOGOTA,ASR9K,EoS,XR,5.3.4
Fija,10.10.66.183,A9KPASTO,PASTO.,ASR9K,No Yet Cataloged,XR,5.3.3
Fija,10.10.66.51,A9KPOPAYAN,CALI,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.66.74,A9KSANDIEGO,MEDELLIN,ASR9K,No Yet Cataloged,XR,6.3.3
Fija,10.10.66.68,A9KSOACHA,BOGOTA,ASR9K,EoS,XR,5.3.3
Fija,10.10.66.6,A9KTOBERIN,BOGOTA,ASR9K,Vigente,XR,6.2.2
Fija,10.10.66.66,A9KTRIARA1,BOGOTA,ASR9K,EoS,XR,5.3.4
Fija,10.10.66.67,A9KTRIARA2,BOGOTA,ASR9K,EoS,XR,5.3.3
Fija,10.10.66.229,A9KVALLEDUPAR,VALLEDUPAR.,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,172.22.32.252,BACKEND-ORTEZAL,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRC4
Fija,10.10.66.227,BOSQUE,CARTAGENA,ASR1006,No Yet Cataloged,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.224,bquilla2,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.228,BQWTC,BARRANQUILLA,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.234,bucaramangap,BUCARAMANGA,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.20,CBOSQUE,CARTAGENA,CRS-8/S,No Yet Cataloged,XR,4.3.2
Fija,10.10.66.21,CBOSTON,CARTAGENA,CRS-8/S-B,No Yet Cataloged,XR,4.3.2
Fija,10.10.66.25,CCALINORTE,CALI,CRS-8/S-B,No Yet Cataloged,XR,4.3.2
Fija,10.10.66.23,CESPACIOSUR,MEDELLIN,CRS-8/S-B,No Yet Cataloged,XR,4.3.2
Fija,10.10.66.137,CFINANCIERO,Not Info Yet,7206VXR (NPE-G2),EoS,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.24,CFLORA,CALI,CRS-8/S-B,No Yet Cataloged,XR,4.3.2
Fija,172.30.96.195,CGC_BOSQUE2_CGN,Not Info Yet,WS-C2960-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.30.97.72,CGC_MARBELLA1_CAR,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-55.SE5/c2960-lanlitek9-mz.122-55.SE5
Fija,172.30.105.67,CGC_NEIVACENTRO1_NEI,Not Info Yet,WS-C2960-24TC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE7/c2960-lanbasek9-mz.122-55.SE7
Fija,172.30.15.74,CGC_OPAIN1_BOG,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.30.5.5,CGCARANDA2BOG,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5/c2960-lanbasek9-mz.122-55.SE5
Fija,172.30.44.194,CGCCENTROFINANCIERO2,Not Info Yet,WS-C2960-24TT-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE8/c2960-lanbasek9-mz.122-55.SE8
Fija,172.30.14.83,CGCCHIA2BOG,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.30.82.199,CGCESPACIOSUR2MED,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5/c2960-lanbasek9-mz.122-55.SE5
Fija,172.30.107.62,CGCPASTO1,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-50.SE5/c2960-lanbasek9-mz.122-50.SE5
Fija,172.30.97.14,CGCSALGAR,Not Info Yet,WS-C2960-24PC-S,No Yet Cataloged,IOS,c2960-lanlitek9-mz.122-55.SE5/c2960-lanlitek9-mz.122-55.SE5
Fija,10.10.66.173,CHICONORTE2,BOGOTA,ASR1006,EoS,XE,asr1000rp2-advipservicesk9.03.10.04.S.153-3.S4-ext
Fija,10.10.66.196,COLTABACO2,MEDELLIN,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.33,CORTEZAL,BOGOTA,CRS-8/S,Vigente,XR,4.3.2
Fija,10.10.66.22,CSANDIEGO,MEDELLIN,CRS-8/S-B,No Yet Cataloged,XR,4.3.2
Fija,10.10.66.7,CTOBERIN,BOGOTA,CRS-8/S-B,Vigente,XR,4.3.2
Fija,172.22.32.189,DG30-MSC4,Not Info Yet,WS-C4948,No Yet Cataloged,IOS,cat4500-entservicesk9-mz.122-53.SG5
Fija,10.10.67.1,DORTEZAL,Not Info Yet, CISCO7606-S (M8500),No Yet Cataloged,IOS,c7600rsp72043-adventerprisek9-mz.151-3.S4
Fija,10.10.67.2,DORTEZAL2,Not Info Yet, CISCO7606-S (M8500),No Yet Cataloged,IOS,c7600rsp72043-adventerprisek9-mz.151-3.S4
Fija,10.10.67.3,DTRIARA-I,Not Info Yet, CISCO7606-S (M8500),No Yet Cataloged,IOS,c7600rsp72043-adventerprisek9-mz.151-3.S4
Fija,172.22.32.128,GISPORTEZAL,Not Info Yet,12406/PRP,No Yet Cataloged,IOS,c12kprp-k4p-mz.120-32.SY4
Fija,172.22.32.129,GISPTRIARA,Not Info Yet,12406/PRP,No Yet Cataloged,IOS,c12kprp-k4p-mz.120-32.SY4
Fija,172.30.117.197,HGCPEREIRACENTRO3PER,Not Info Yet,WS-C2960-24PC-L,No Yet Cataloged,IOS,c2960-lanbasek9-mz.122-55.SE5/c2960-lanbasek9-mz.122-55.SE5
Fija,10.10.66.4,HPSA,Not Info Yet,ASR9K,No Yet Cataloged,XR,5.3.4
Fija,10.10.67.141,ICBOSQUE,CARTAGENA,CRS-16/S-B,No Yet Cataloged,XR,5.3.4
Fija,10.10.67.139,ICBOSTON,CARTAGENA,CRS-16/S-B,No Yet Cataloged,XR,5.3.4
Fija,10.10.67.151,ICCALINORTE,CALI,CRS-8/S-B,No Yet Cataloged,XR,5.3.4
Fija,10.10.67.131,ICCHICONORTE,BOGOTA,CRS-8/S,Vigente,XR,4.2.4
Fija,10.10.67.145,ICFLORA,CALI,CRS-8/S-B,No Yet Cataloged,XR,5.3.4
Fija,10.10.67.150,ICTOBERIN,BOGOTA,CRS-16/S-B,Vigente,XR,5.3.4
Fija,10.10.67.137,IGCALICENTRO,CALI,12416/PRP,No Yet Cataloged,IOS,3.9.2
Fija,10.10.66.40,Interconexion2,BOGOTA,7206VXR (NPE-G2),EoS,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,10.10.66.38,interconexion3,BOGOTA,ASR1002,EoS,XE,asr1000rp1-advipservicesk9.03.04.05.S.151-3.S5
Fija,10.10.66.35,Internacional,Not Info Yet,7206VXR (NPE-G2),No Yet Cataloged,IOS,c7200p-spservicesk9-mz.122-33.SRE5
Fija,172.25.101.133,IPSLA_SINCELEJO,Not Info Yet,1721 (MPC860P),No Yet Cataloged,IOS,c1700-k9o3sy7-mz.123-8.T3
Fija,172.30.16.154,ISWCACHEBARRANQUILLA,BARRANQUILLA,WS-C4948E,No Yet Cataloged,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.16.138,ISWCACHEBOSQUE,CARTAGENA,WS-C4948E,No Yet Cataloged,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.16.146,ISWCACHECALI,CALI,WS-C4948E,No Yet Cataloged,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.16.158,ISWCACHECALINORTE,CALI,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.1.N1.1
Fija,172.30.16.142,ISWCACHEESPACIOSUR,MEDELLIN,WS-C4948E,No Yet Cataloged,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.21.122.52,ISWCACHEMELENDEZ,CALI,WS-C4948E,No Yet Cataloged,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.105.94,ISWCACHENEIVACENTRO,NEIVA,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.5.N1.1
Fija,172.30.16.134,ISWCACHEORTEZAL,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-ipbasek9-mz.122-54.XO
Fija,172.21.122.49,ISWCACHEPALMIRA,CALI,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.1.N1.1
Fija,172.26.100.211,ISWCACHEPEREIRA,PEREIRA,WS-C4948E,No Yet Cataloged,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.30.65.110,ISWCACHERAPIDOS,MEDELLIN,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.1.N1.1
Fija,172.30.4.240,ISWCACHERESTREPO,BOGOTA,5672UP,EoL,NX-OS,n6000-uk9.7.0.5.N1.1
Fija,172.27.100.22,ISWCACHERICAURTE,BUCARAMANGA,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.1.N1.1
Fija,172.30.16.130,ISWCACHETOBERIN,BOGOTA,WS-C4948E,EoS,IOS,cat4500e-lanbasek9-mz.122-54.SG1
Fija,172.28.110.13,ISWCACHEVILLAVICENCIO,VILLAVICENCIO.,5672UP,No Yet Cataloged,NX-OS,n6000-uk9.7.0.5.N1.1
Fija,10.13.13.2,malamos,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-i9k91-mz.122-25.SE/c3750-i9k91-mz.122-25.SE
Fija,10.13.41.1,malmagran,MEDELLIN,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.41.7,malmagran2,MEDELLIN,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-35.SE2
Fija,10.10.66.243,MANIZALES,Not Info Yet,7206VXR (NPE-G1) ,No Yet Cataloged,IOS,c7200-spservicesk9-mz.122-33.SRE5
Fija,10.13.17.1,maranda,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.62.1,marmenia,ARMENIA,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.50.1,mbarranquilla,BARRANQUILLA,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.50.3,mbarranquilla2,BARRANQUILLA,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.42.5,MBELLO,MEDELLIN,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1/c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.54.1,MBOSQUE,CARTAGENA,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.150-2.SG9
Fija,10.13.50.2,MBQCENTRO,BARRANQUILLA,WS-C4510R+E,No Yet Cataloged,XE,cat4500es8-universalk9.SPA.03.08.06.E.152-4.E6
Fija,10.13.71.2,mbucaramanga2,BUCARAMANGA,WS-C3750G-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.29.1,MBUENAVENTURA,BUENAVENTURA.,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1/c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.29.2,mbuenaventuracentro,BUENAVENTURA.,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.14.2,mcabrera,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.26.3,mcabrera2,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.27.5,MCALICENTRO,CALI,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.14.3,mcalle73,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-advipservicesk9-mz.122-25.SED1/c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.14.1,mcalle94,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.20.1,mcalle94-3 ,Not Info Yet,WS-C4948,Obsoleto,IOS,cat4000-i9k91s-mz.122-25.EWA8
Fija,10.13.12.10,MCALLEJA,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.12.5,mcedritos,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-i9k91-mz.122-25.SE
Fija,10.13.15.6,mcentro,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.15.7,mcentro2,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.11.15,MCFINACIERO3,Not Info Yet,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.11.13,mcfinanciero,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.14.12,mcfinanciero2,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.11.10,mchapinero,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.12.13,mchia,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.20.6,mchico,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.26.1,MCHICONORTE,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.61.2,mcoliseo,MEDELLIN,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.42.2,mcoltabaco,MEDELLIN,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.72.1,MCUCUTA,CUCUTA,WS-C4510R-E,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.71.1,mdann,Not Info Yet,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.27.3,MDELICIAS,CALI,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.13.1,mdorado,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.16.1,mdorado2,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.61.3,mdosquebradas,PEREIRA,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.10.92.78,mduitama,DUITAMA,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.41.6,menvigado,MEDELLIN,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.22.1,mermita,CALI,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.22.2,mermita2,CALI,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.23.1,mermita3,CALI,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.13.4,mesmeralda,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-i9k91-mz.122-25.SE/c3750-i9k91-mz.122-25.SE
Fija,10.13.27.2,MESTACION,CALI,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.42.3,mestadio,MEDELLIN,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.42.4,mestadio2,MEDELLIN,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.42.6,mestadio3,MEDELLIN,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-i9k91-mz.122-25.SE/c3750-i9k91-mz.122-25.SE
Fija,10.13.13.3,mferias,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-i9k91-mz.122-25.SE/c3750-i9k91-mz.122-25.SE
Fija,10.13.22.4,mflora,CALI,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.23.2,mflora2,CALI,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.22.5,MFLORA3,CALI,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-i9k91-mz.122-25.SE/c3750-i9k91-mz.122-25.SE
Fija,10.13.17.7,MFONTIBONHOG,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.11.9,mgalerias,BOGOTA,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.10.91.130,mgirardot2,GIRARDOT,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.17.5,MGRANJAS,BOGOTA,WS-C4510R-E,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.21.4,MHOLGUINES2,CALI,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.21.1,MHOLGUINES-4507,Not Info Yet,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.81.1,MIBAGUE,IBAGUE.,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.81.5,mibague2,IBAGUE.,WS-C4507R-E,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.81.2,MIBAGUECENTRO,IBAGUE.,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-46.SG
Fija,10.13.20.2,mitec,BOGOTA,WS-C3750-48TS,Obsoleto,IOS,c3750-advipservicesk9-mz.122-35.SE2/c3750-advipservicesk9-mz.122-35.SE2
Fija,10.13.16.2,mkennedy,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.60.1,MMANIZALES,MANIZALES.,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1/c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.12.1,mmaster100,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.12.14,mmaster100_2,Not Info Yet,WS-C3750-48TS,Obsoleto,IOS,c3750-i9k91-mz.122-25.SE/c3750-i9k91-mz.122-25.SE
Fija,10.10.92.74,MMONTERIA,MONTERIA.,WS-C4507R-E,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.17.2,mortezal,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.15.11,MPALOQUEMAO_4510,Not Info Yet,WS-C4510R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.22.3,mpasarela,CALI,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.23.3,MPASARELA2,CALI,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.28.1,MPASTO,PASTO.,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-35.SE2/c3750-advipservicesk9-mz.122-35.SE2
Fija,10.13.15.2,mpcb,BOGOTA,WS-C4507R,Obsoleto,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.61.1,mpereira,PEREIRA,WS-C3750-48TS,No Yet Cataloged,IOS,c3750-advipservicesk9-mz.122-25.SED1
Fija,10.13.61.4,MPEREIRACENTRO,PEREIRA,WS-C4510R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.21.2,mplazatoros,CALI,WS-C4507R,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
Fija,10.13.21.5,mplazatoros2,CALI,WS-C4507R-E,No Yet Cataloged,IOS,cat4500-ipbasek9-mz.122-53.SG2
